UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Nearby Volcanos
CANA0001,CANAGUARO-1,6600,Meta,Llanos Orientales,3.30875,-73.746697,1037145.245733,857324.144374,1094.0,333.45120000000003,26.532744,114.0,45.55555555555556,2500.0,762.0,47.45055279467896,27.45119264393564,2009.0,199669.17197242918,0
CAND0001,CANDELARIA-1,4282.5,Valle del Cauca,Cauca-Patia,3.410425,-76.5256,728244.72707,868906.08905,3167.0,965.3016,23.373492,135.0,57.22222222222222,5028.0,1532.5344,61.81507425257803,25.08366680224472,2008.0,77281.12831553574,0
CNDP0000,CANDELO PROFUNDO-1,11321,Huila,Valle Superior del Magdalena,1.793078,-75.833285,804983.937799,689811.581956,5248.0,1599.5904,20.202047999999998,165.0,73.88888888888889,11321.0,3450.6408,85.9865508666341,19.06443083459574,2008.0,10367.055199252558,0
CANI0001,CANDILEJAS-1,8388,Meta,Llanos Orientales,3.780406,-73.588894,1054656.145971,909488.92123,1149.0,350.21520000000004,26.448923999999998,166.0,74.44444444444444,8431.0,2569.7688000000003,83.270765526717,22.111655152291128,2009.0,189080.73566946536,0
CBAR0001,CANO BARRULIA-1,4850,Meta,Llanos Orientales,4.448822,-71.543394,1281733.030824,983871.947174,577.0,175.86960000000002,27.320652,160.0,71.11111111111111,4850.0,1478.28,75.49484868123197,32.58800543958653,2009.0,401276.07113696175,0
CBRA0001,CANO BRAVO-1,7187,Meta,Llanos Orientales,4.1405,-72.5482722,1170197.8389938,949457.3645435,699.0,213.0552,27.134724,188.0,86.66666666666667,7187.0,2190.5976,93.92573772224236,30.489859809141738,2009.0,292900.67014116846,0
CCAR0001,CANO CARANAL-1,10782,Arauca,Llanos Orientales,6.8150222,-71.3981528,1296665.6413306,1245881.8805393,507.0,154.5336,27.427332,200.0,93.33333333333334,10782.0,3286.3536000000004,104.89157582519789,23.571487811049266,2009.0,414514.99889667105,0
CCHI0001,CANO CHIQUITO-1,7403,Casanare,Llanos Orientales,5.5391,-71.1815611,1321405.9948827,1104740.4756255,436.0,132.8928,27.535536,194.0,90.0,7412.0,2259.1776,97.54387113005018,30.98841593066883,2009.0,418325.8270021571,0
CCUM0001,CANO CUMARE-1,10583,Arauca,Llanos Orientales,6.282883,-71.252842,1313078.857154,1187054.123619,783.0,238.6584,27.006708,175.0,79.44444444444444,10583.0,3225.6984,90.79299691915107,19.774411928638788,2009.0,416001.4705600645,0
CDUY0001,CANO DUYA-1,6196,Casanare,Llanos Orientales,4.948561,-71.386317,1298971.999924,1039257.169246,132.0,40.2336,27.998832,169.0,76.11111111111111,6196.0,1888.5408,82.12408545099714,28.659827445082016,2009.0,403273.0676361969,0
CCMN0001,CANO EL CARMEN-1,7790,Casanare,Llanos Orientales,5.344428,-71.400156,1297251.360325,1083075.156867,462.0,140.8176,27.495912,208.0,97.77777777777779,7793.999999999999,2375.6112,105.80470006884617,32.963638186604854,2009.0,395474.073954874,0
CGAN0001,CANO GANDUL-1,5900,Casanare,Llanos Orientales,5.1787389,-71.1454472,1325603.9182262,1064857.7866773,434.0,132.2832,27.538584,167.0,75.0,5900.0,1798.3200000000002,80.64646173536059,29.531939663330544,2009.0,425496.25880622596,0
CGAN0002,CANO GANDUL-2,5350,Casanare,Llanos Orientales,5.183379,-71.153179,1324743.133359,1065367.628407,429.0,130.7592,27.546204,159.0,70.55555555555556,5350.0,1630.68,75.53222409961481,29.426999840321095,2009.0,424582.0536714083,0
CGAN0003,CANO GANDUL-3,5947,Casanare,Llanos Orientales,5.155781,-71.162989,1323668.181022,1062306.702824,431.0,131.3688,27.543156,114.0,45.55555555555556,2065.0,629.412,47.05804357195499,31.00494997228364,2009.0,423899.72980260605,0
00010081,CANO GANDUL-4,5430,Casanare,Llanos Orientales,5.17261,-71.14907,1325204.829801,1064177.229315,429.0,130.7592,27.546204,162.0,72.22222222222223,5429.0,1654.7592000000002,77.2940637780635,30.06350396967939,2009.0,425184.7285640192,0
CGAN0005,CANO GANDUL-5,5300,Casanare,Llanos Orientales,5.183435,-71.143274,1325842.803779,1065378.863668,430.0,131.064,27.54468,164.0,73.33333333333334,5300.0,1615.44,78.24996289154329,31.387908490283323,2009.0,425669.57435936696,0
CGZE0001,CANO GARZA ESTE-1,10050,Casanare,Llanos Orientales,5.587067,-71.582986,1276853.74965,1109847.300307,531.0,161.8488,27.390756,180.0,82.22222222222223,10050.0,3063.2400000000002,92.98494440536864,21.413336338441855,2009.0,373771.77364827314,0
CGZN0001,CANO GARZA NORTE-1,10050,Casanare,Llanos Orientales,5.6315167,-71.5639333,1278945.6296591,1114776.5503368,542.7,165.41496000000004,27.372925199999997,202.0,94.44444444444444,10050.0,3063.2400000000002,105.20716662759085,25.409122833206293,2009.0,375807.33833675977,0
CGZN0002,CANO GARZA NORTE-2,8690,Casanare,Llanos Orientales,5.6385333,-71.5636583,1278972.773,1115553.361,547.0,166.72560000000001,27.366372,186.0,85.55555555555556,8700.0,2651.76,94.71523776672339,25.397798355327552,2009.0,375832.2631579643,0
CGAR0001,CANO GARZA-1,9256,Casanare,Llanos Orientales,5.5968,-71.587206,1276381.224608,1110922.689481,,166.0,27.369999999999997,200.0,93.33333333333334,9245.0,2817.876,103.15661436485739,26.89494298714968,2009.0,373283.345973758,0
CGAR0002D,CANO GARZA-2D,9667,Casanare,Llanos Orientales,5.5966,-71.587297,1276371.160153,1110900.508414,,166.0,27.369999999999997,190.0,87.77777777777779,9667.0,2946.5016,98.10067393330893,24.00496708819331,2009.0,373273.6878808063,0
CGAR0003,CANO GARZA-3,10100,Casanare,Llanos Orientales,5.585522,-71.596575,1275347.434667,1109669.958075,541.0,164.8968,27.375515999999998,190.0,87.77777777777779,10100.0,3078.48,98.59683077940163,23.135220881539475,2009.0,372271.9784640193,0
CGAR0004,CANO GARZA-4,9996,Casanare,Llanos Orientales,5.600683,-71.582483,1276903.100837,1111354.758518,537.0,163.6776,27.381612,223.0,106.11111111111111,10010.0,3051.0480000000002,116.82857885575916,29.31680093389522,2009.0,373798.2232428179,0
CGAR0005,CANO GARZA-5,9994.4004,Casanare,Llanos Orientales,5.598189,-71.5841,1276724.98352,1111077.890433,537.0,163.6776,27.381612,199.0,92.77777777777779,10000.0,3048.0,103.48390591736634,24.967944198611,2009.0,373624.198627489,0
CGAR0006,CANO GARZA-6,10000,Casanare,Llanos Orientales,5.591836,-71.586581,1276452.87073,1110373.531554,535.0,163.068,27.38466,200.0,93.33333333333334,10000.0,3048.0,104.0394614729219,25.14921308166729,2009.0,373363.08272293396,0
CGAV0001,CANO GAVIOTA-1,10006,Arauca,Llanos Orientales,6.9568667,-71.3427083,1302711.2809712,1261620.6803183,481.0,146.6088,27.466956,216.0,102.22222222222223,10005.0,3049.5240000000003,112.93402145595094,28.02636262444596,2009.0,425417.1620070349,0
CGRA0001S,CANO GRANDE SUR-1 (CANO GRANDE-1),8200,Arauca,Llanos Orientales,7.064761,-70.760883,1367012.147008,1273985.232829,412.0,125.5776,27.572112,184.0,84.44444444444444,8200.0,2499.36,92.9822040820817,26.17073654138727,2008.0,490016.9719900393,0
CLIM0001,CANO LIMON-1,10183.7002,Arauca,Llanos Orientales,6.942472,-71.139658,1325187.158275,1260161.693857,495.0,150.876,27.445619999999998,208.0,97.77777777777779,10176.0,3101.6448,108.68193720441711,26.19136698193717,2009.0,446059.2653110315,0
CLIM0010,CANO LIMON-10,8008,Arauca,Llanos Orientales,6.952842,-71.115122,1327895.04656,1261326.911117,483.0,147.2184,27.463908,201.0,93.8888888888889,8008.0,2440.8384,102.18554629819917,30.613103390293745,2009.0,448993.8696787873,0
CLIM0011,CANO LIMON-11,8100,Arauca,Llanos Orientales,6.947244,-71.123447,1326977.717846,1260701.319407,467.0,142.3416,27.488291999999998,177.0,80.55555555555556,8189.0,2496.0072,89.0795299182148,24.67590554955723,2009.0,447924.42082976876,0
CLIM0012,CANO LIMON-12,7900,Arauca,Llanos Orientales,6.944567,-71.123383,1326986.641413,1260404.845982,470.0,143.256,27.483719999999998,184.0,84.44444444444444,7900.0,2407.92,92.60508563336225,27.04465498578119,2009.0,447836.34769069985,0
CLIM0014,CANO LIMON-14,8020,Arauca,Llanos Orientales,6.9451,-71.126033,1326693.033091,1260462.070321,467.0,142.3416,27.488291999999998,182.0,83.33333333333334,8050.000000000001,2453.6400000000003,91.6828146686829,26.162975281085604,2009.0,447577.9103647804,0
CLIM0015,CANO LIMON-15,7856,Arauca,Llanos Orientales,6.9568194,-71.1144889,1327962.3607656,1261767.8285813,464.0,141.4272,27.492864,185.0,85.0,7768.0,2367.6864,92.99409475284523,27.66465641431451,2009.0,449201.474804355,0
CLIM0016,CANO LIMON-16,7900,Arauca,Llanos Orientales,6.957281,-71.110156,1328441.540302,1261821.912466,466.0,142.0368,27.489815999999998,183.0,83.88888888888889,7900.0,2407.92,92.0495300778067,26.811403235077034,2009.0,449671.00085921364,0
CLIM0002,CANO LIMON-2,9101,Arauca,Llanos Orientales,6.942453,-71.139678,1325185.013833,1260159.532209,447.0,136.2456,27.518772,202.0,94.44444444444444,9101.0,2773.9848,104.09417987811749,27.60484047285244,2009.0,446056.499310607,0
00009461,CANO LIMON-26,8203,Arauca,Llanos Orientales,6.935478,-71.139506,1325208.77466,1259387.311191,468.0,142.6464,27.486767999999998,190.0,87.77777777777779,8203.0,2500.2744000000002,96.31929639732964,27.529989667265976,2009.0,445827.81673851906,0
00009539,CANO LIMON-27,8630,Arauca,Llanos Orientales,6.957733,-71.117656,1327611.239731,1261866.754477,464.0,141.4272,27.492864,188.0,86.66666666666667,8630.0,2630.424,95.73991523366816,25.945266327279615,2009.0,448902.86662430334,0
00010022,CANO LIMON-29,8092,Arauca,Llanos Orientales,6.9328288,-71.13738,1325445.8975568,1259095.4026825,468.0,142.6464,27.486767999999998,178.0,81.11111111111111,8092.0,2466.4416,89.5133723345331,25.148215280886077,2009.0,445957.0431570341,0
CLIM0003,CANO LIMON-3,8024,Arauca,Llanos Orientales,6.9426858,-71.1236381,1326959.7469272,1260196.3867013,470.0,143.256,27.483719999999998,191.0,88.33333333333334,8035.0,2449.068,96.66395389511291,28.247575769685817,2009.0,447743.1577633575,0
CLIM0030,CANO LIMON-30,7900,Arauca,Llanos Orientales,6.937613,-71.130431,1326211.598939,1259629.905335,471.0,143.5608,27.482196,200.0,93.33333333333334,7739.0,2358.8472,101.29080101315353,31.29011705936422,2009.0,446853.10216908675,0
CLIM0031,CANO LIMON-31,7950,Arauca,Llanos Orientales,6.933103,-71.141589,1324979.994726,1259122.899621,469.0,142.9512,27.485243999999998,212.0,100.0,7839.0,2389.3272,108.0837137593829,33.73270507253377,2009.0,445526.0182155826,0
CLIM0032,CANO LIMON-32,7950,Arauca,Llanos Orientales,6.957444,-71.108317,1328644.898873,1261841.297513,462.0,140.8176,27.495912,178.0,81.11111111111111,7949.999999999999,2423.16,89.33475381901664,25.519916893237195,2009.0,449869.11744851695,0
CLIM0034,CANO LIMON-34,7892,Arauca,Llanos Orientales,6.942387,-71.130051,1326250.300244,1260158.894464,477.0,145.3896,27.473052,177.0,80.55555555555556,7892.0,2405.4816,88.70611185951556,25.455634272785773,2009.0,447061.4591324819,0
CLIM0035,CANO LIMON-35,7908,Arauca,Llanos Orientales,6.942236,-71.129744,1326284.43166,1260142.33009,477.0,145.3896,27.473052,172.0,77.77777777777779,7908.0,2410.3584,85.94850260356047,24.260064645805567,2009.0,447088.24543663266,0
CLIM0036,CANO LIMON-36,7915,Arauca,Llanos Orientales,6.934104,-71.13396,1325823.515419,1259238.940224,467.0,142.3416,27.488291999999998,172.0,77.77777777777779,7722.000000000001,2353.6656000000003,85.7137689925258,24.738211321321852,2009.0,446360.0209816672,0
CLIM0037,CANO LIMON-37,8011,Arauca,Llanos Orientales,6.940232,-71.121693,1327176.705689,1259926.040383,471.0,143.5608,27.482196,170.0,76.66666666666667,8011.0,2441.7528,84.96709861611087,23.542474330780276,2009.0,447860.1790188418,0
CLIM0038,CANO LIMON-38,7931,Arauca,Llanos Orientales,6.9412877,-71.132863,1325939.914532,1260035.2035963,469.0,142.9512,27.485243999999998,191.0,88.33333333333334,7919.0,2413.7112,96.51792108788123,28.60022238281085,2009.0,446728.31048731494,0
CLIM0042,CANO LIMON-42,8479,Arauca,Llanos Orientales,6.935635,-71.129052,1326365.5263778,1259411.8762191,468.0,142.6464,27.486767999999998,154.0,67.77777777777779,7200.0,2194.56,75.05330021847601,21.674746745806,2009.0,446927.8034261842,0
CLIM0006,CANO LIMON-6,8620,Arauca,Llanos Orientales,6.942522,-71.123483,1326976.989774,1260178.377277,495.0,150.876,27.445619999999998,175.0,79.44444444444444,8620.0,2627.376,88.50532630803565,23.23980515466216,2009.0,447753.60540964676,0
CLIM0007,CANO LIMON-7,8002,Arauca,Llanos Orientales,6.943583,-71.117383,1327651.264559,1260300.099436,466.0,142.0368,27.489815999999998,210.0,98.8888888888889,7896.999999999999,2407.0056,107.04574839121415,33.05182688034218,2009.0,448429.53874512645,0
CLIM0008,CANO LIMON-8,8004,Arauca,Llanos Orientales,6.948178,-71.112611,1328176.15468,1260812.188256,465.0,141.732,27.49134,181.0,82.77777777777779,8004.0,2439.6192,91.06940213910448,26.060650014192575,2009.0,449091.31234769156,0
CMAR0001,CANO MARIA-1,4696,Santander,Valle Medio del Magdalena,6.991556,-73.738222,1037868.538163,1264594.149305,283.0,86.25840000000001,27.768708,128.0,53.333333333333336,4895.0,1491.996,57.76971944074395,20.107970424011825,2008.0,201293.20240590247,0
CNEG0001,CANO NEGRO-1_LLA,3278.01001,Casanare,Llanos Orientales,5.685433,-70.124253,1438663.119576,1121639.758856,310.0,94.488,27.72756,122.0,50.0,3290.0,1002.792,52.66724684605229,24.87024911053567,2009.0,535101.7606074644,0
CRIC0001,CANO RICO-1,2605,Caldas,Valle Medio del Magdalena,5.49235,-74.777531,922802.052004,1098830.050536,672.0,204.8256,27.175872,110.0,43.333333333333336,2605.0,794.004,45.32667031175634,22.859832333031495,2008.0,26674.582322129816,0
CRON0001,CANO RONDON-1,10804,Arauca,Llanos Orientales,6.726486,-71.351314,1301904.086286,1236108.774505,504.0,153.6192,27.431904,198.0,92.22222222222223,11002.0,3353.4096,104.00589907223434,22.834668056128407,2009.0,416530.92195710307,0
CRON0002,CANO RONDON-2,11171,Arauca,Llanos Orientales,6.7252543,-71.3503918,1302006.9113393,1235972.9672437,509.0,155.1432,27.424284,205.0,96.11111111111111,11600.0,3535.6800000000003,108.46979279963847,22.922184360473363,2009.0,416589.6542162932,0
CTAB0001,CANO TABLAZO-1,7692,Antioquia,Valle Medio del Magdalena,6.821408,-74.145028,992913.121874,1245763.972298,276.0,84.12480000000001,27.779376,155.0,68.33333333333334,7692.0,2344.5216,76.23141576234623,20.66606669878675,2008.0,158462.77266716477,0
CVER0001N,CANO VERDE NORTE-1,8757,Arauca,Llanos Orientales,6.927046,-71.164968,1322397.058207,1258436.236899,471.0,143.5608,27.482196,186.0,85.55555555555556,8757.0,2669.1336,94.7854407369295,25.215390019041944,2009.0,442864.99892850337,0
CVER0001,CANO VERDE-1,10485,Arauca,Llanos Orientales,6.913336,-71.170539,1321789.879606,1256914.305264,464.0,141.4272,27.492864,210.0,98.8888888888889,10485.0,3195.828,110.13227650123375,25.85852946442479,2009.0,441799.8257359376,0
9403,CANO VERDE-10,8572,Arauca,Llanos Orientales,6.9197778,-71.1665858,1322222.955,1257630.284,466.0,142.0368,27.489815999999998,182.0,83.33333333333334,8566.0,2610.9168,92.32735573264402,24.83324621169239,2009.0,442439.7553452355,0
CVER0017,CANO VERDE-17,8410,Arauca,Llanos Orientales,6.915859,-71.17434,1321367.600581,1257191.096224,471.0,143.5608,27.482196,179.0,81.66666666666667,8410.0,2563.368,90.4668343071914,24.571048053651058,2009.0,441490.01730514714,0
CVER0002,CANO VERDE-2,9024,Arauca,Llanos Orientales,6.914414,-71.175264,1321266.285857,1257030.453838,464.0,141.4272,27.492864,186.0,85.55555555555556,9050.0,2758.44,95.14349528853762,24.524960226989755,2009.0,441342.550080925,0
CVER0003,CANO VERDE-3,8850,Arauca,Llanos Orientales,6.920653,-71.166414,1322241.382756,1257727.291019,467.0,142.3416,27.488291999999998,188.0,86.66666666666667,8850.0,2697.48,96.01072916749186,25.402389329111564,2009.0,442488.4915248133,0
CVER0004,CANO VERDE-4,8550,Arauca,Llanos Orientales,6.911772,-71.180717,1320664.671343,1256734.254037,467.0,142.3416,27.488291999999998,190.0,87.77777777777779,8550.0,2606.04,96.75196485335631,26.57813113127823,2009.0,440678.69984449336,0
CVER0005,CANO VERDE-5,8510,Arauca,Llanos Orientales,6.913508,-71.178636,1320893.735186,1256927.897416,470.0,143.256,27.483719999999998,188.0,86.66666666666667,8510.0,2593.848,95.59121678821336,26.25731993093402,2009.0,440957.54938600474,0
CVER0001E,CANO VERDE-E1,9039,Arauca,Llanos Orientales,6.9066694,-71.1928028,1319330.674,1256161.089,468.0,142.6464,27.486767999999998,210.0,98.8888888888889,8965.0,2732.532,108.37347203931326,29.60137485647497,2009.0,439233.77542846394,0
CYAR0001,CANO YARUMAL-1,8007,Arauca,Llanos Orientales,6.978994,-71.065611,1333355.339709,1264257.754342,457.0,139.2936,27.503532,180.0,82.22222222222223,8003.0,2439.3144,90.51258826325997,25.83064170131573,2009.0,455102.110777582,0
CYAR0010,CANO YARUMAL-10,7849,Arauca,Llanos Orientales,6.979753,-71.064175,1333513.712481,1264342.758336,456.0,138.9888,27.505056,180.0,82.22222222222223,7848.999999999999,2392.3752,90.31855166496568,26.255704232749817,2009.0,455279.31698218174,0
CYAR0011,CANO YARUMAL-11,7825,Arauca,Llanos Orientales,6.9812444,-71.0609194,1333872.8996059,1264510.2497708,459.0,139.9032,27.500484,180.0,82.22222222222223,7800.0,2377.44,90.2567186158531,26.396558742114667,2009.0,455672.87441490643,0
CYAR0012,CANO YARUMAL-12,7900,Arauca,Llanos Orientales,6.980522,-71.071867,1332662.052409,1264422.518765,461.0,140.5128,27.497436,181.0,82.77777777777779,7900.0,2407.92,90.9384189666956,26.346798467845936,2009.0,454502.9899880591,0
CYAR0015,CANO YARUMAL-15,8005.7,Arauca,Llanos Orientales,6.980522,-71.071461,1332706.933366,1264422.80551,461.0,140.5128,27.497436,182.0,83.33333333333334,8060.0,2456.688,91.6953854048247,26.13190987411698,2009.0,454545.4126664771,0
CYAR0016,CANO YARUMAL-16,7955,Arauca,Llanos Orientales,6.970036,-71.060531,1333923.876053,1263269.293491,459.0,139.9032,27.500484,176.0,80.0,8008.999999999999,2441.1432,88.29791561283042,24.9053114183676,2009.0,455314.4365896527,0
CYAR0018,CANO YARUMAL-18,0,Arauca,Llanos Orientales,6.980244,-71.072772,1332562.052426,1264391.114889,461.0,140.5128,27.497436,186.0,85.55555555555556,8136.0,2479.8528,94.01305979450592,26.822408085877484,2009.0,454398.4709891367,0
CYAR0002,CANO YARUMAL-2,8075,Arauca,Llanos Orientales,6.977986,-71.079461,1331823.499757,1264136.308315,457.0,139.2936,27.503532,190.0,87.77777777777779,8603.0,2622.1944000000003,96.81762560878227,26.4336212482119,2009.0,453618.6726237716,0
CYAR0020,CANO YARUMAL-20,8115,Arauca,Llanos Orientales,6.980497,-71.063831,1333551.293754,1264425.438697,460.0,140.208,27.49896,184.0,84.44444444444444,8115.0,2473.452,92.87558929925393,26.431331313182522,2009.0,455341.86001336586,0
CYAR0022,CANO YARUMAL-22,8415,Arauca,Llanos Orientales,6.980519,-71.064369,1333491.65763,1264427.515293,456.0,138.9888,27.505056,184.0,84.44444444444444,8415.0,2564.8920000000003,93.25084064386256,25.632964134108786,2009.0,455286.41959307616,0
CYAR0023,CANO YARUMAL-23,8025,Arauca,Llanos Orientales,6.9803,-71.062756,1333670.386832,1264404.362478,456.0,138.9888,27.505056,181.0,82.77777777777779,8024.999999999999,2446.02,91.09582143106006,25.997647374534985,2009.0,455447.171987577,0
CYAR0024,CANO YARUMAL-24,8120,Arauca,Llanos Orientales,6.980828,-71.074981,1332317.273818,1264454.161032,461.0,140.5128,27.497436,182.0,83.33333333333334,8180.0,2493.264,91.84602612372599,25.808975753761327,2009.0,454188.59442856733,0
CYAR0025,CANO YARUMAL-25,7835,Arauca,Llanos Orientales,6.981986,-71.058953,1334089.985159,1264593.78332,462.0,140.8176,27.495912,183.0,83.88888888888889,7890.000000000001,2404.8720000000003,92.03692377876388,26.837607897120456,2009.0,455904.89546704956,0
CYAR0026,CANO YARUMAL-26,8330,Arauca,Llanos Orientales,6.980828,-71.074075,1332417.481077,1264454.800675,460.0,140.208,27.49896,190.0,87.77777777777779,8330.0,2538.984,96.47816115176003,27.168033020987938,2009.0,454283.25203648634,0
CYAR0027,CANO YARUMAL-27,7865,Arauca,Llanos Orientales,6.980731,-71.057511,1334250.407976,1264455.770056,460.0,140.208,27.49896,180.0,82.22222222222223,7864.999999999999,2397.252,90.33873306968788,26.21325295366857,2009.0,456010.7843820638,0
00009378,CANO YARUMAL-33,9378,Arauca,Llanos Orientales,6.981,-71.0601,1333958.9749,1264478.4194,459.0,139.9032,27.500484,172.0,77.77777777777779,7776.0,2370.1248,85.78197440340534,24.590051293250607,2009.0,455749.781385252,0
9393,CANO YARUMAL-34,8035,Arauca,Llanos Orientales,6.9817,-71.0747,1332350.708,1264550.535,460.0,140.208,27.49896,194.0,90.0,8035.0,2449.068,98.33062056177957,28.92188398271488,2009.0,454249.22018736287,0
00009545,CANO YARUMAL-35,7858,Arauca,Llanos Orientales,6.978784,-71.06394,1333540.402956,1264235.693489,459.0,139.9032,27.500484,174.0,78.88888888888889,7858.000000000001,2395.1184000000003,86.99657093758768,24.840561926954287,2009.0,455269.26787822496,0
9546,CANO YARUMAL-36,8155,Arauca,Llanos Orientales,6.9807,-71.0726,1333540.3588,1264235.6711,461.0,140.5128,27.497436,188.0,86.66666666666667,8145.0,2482.596,95.13546400670924,27.244879153397996,2009.0,454432.7770827575,0
00009540,CANO YARUMAL-37,8160,Arauca,Llanos Orientales,6.981651,-71.075849,1332220.611953,1264544.765056,460.0,140.208,27.49896,182.0,83.33333333333334,8160.0,2487.168,91.8209473715553,25.861537045971687,2009.0,454127.42723464646,0
9999,CANO YARUMAL-38,8300,Arauca,Llanos Orientales,6.9821,-71.0778,1331999.9189,1264598.3754,465.0,141.732,27.49134,184.0,84.44444444444444,8256.0,2516.4288,93.05232538704041,26.05318512768587,2009.0,453939.7342718933,0
CYAR0004,CANO YARUMAL-4,8005,Arauca,Llanos Orientales,6.978169,-71.079278,1331843.653153,1264156.736234,457.0,139.2936,27.503532,200.0,93.33333333333334,8008.999999999999,2441.1432,101.63124894616377,30.36598465266755,2009.0,453644.34882736986,0
00010059,CANO YARUMAL-41,7900,Arauca,Llanos Orientales,6.976813,-71.083903,1331332.79474,1264003.303743,460.0,140.208,27.49896,200.0,93.33333333333334,7803.0,2378.3544,101.37161656403784,31.060407382532155,2009.0,453112.5213429096,0
CYAR0042,CANO YARUMAL-42,7990,Arauca,Llanos Orientales,6.981615,-71.075397,1332270.597676,1264540.997545,461.0,140.5128,27.497436,212.0,100.0,7772.999999999999,2369.2104,108.00040853518641,33.978819498338524,2009.0,454173.35560136207,0
CYAR0043,CANO YARUMAL-43,7900,Arauca,Llanos Orientales,6.981696,-71.074311,1332390.797309,1264550.80163,,145.0,27.474999999999998,212.0,100.0,7900.0,2407.92,108.16064118891781,33.50843931231844,2009.0,454289.7160598155,0
CYAR0044,CANO YARUMAL-44,8210,Arauca,Llanos Orientales,6.979227,-71.075732,1332235.304266,1264276.401255,,139.0,27.505,176.0,80.0,8210.0,2502.408,88.55028850401428,24.394618505061636,2009.0,454052.7595620556,0
CYAR0045,CANO YARUMAL-45,8054,Arauca,Llanos Orientales,6.982275,-71.077637,1332022.30312,1264612.505244,,150.0,27.45,212.0,100.0,8054.000000000001,2454.8592000000003,108.35450993143279,32.95688401657935,2009.0,453963.0443445057,0
CYAR0046,CANO YARUMAL-46,7906,Arauca,Llanos Orientales,6.978531,-71.062628,1333685.728516,1264208.516854,462.0,140.8176,27.495912,173.0,78.33333333333334,7906.000000000001,2409.7488000000003,86.50153736792109,24.486214234413595,2009.0,455397.37824405555,0
CYAR0047,CANO YARUMAL-47,8065,Arauca,Llanos Orientales,6.981407,-71.074392,1332381.961585,1264518.695504,,143.0,27.485,212.0,100.0,8065.0,2458.212,108.3683364919324,32.90332017414787,2009.0,454270.88983093196,0
CYAR0048,CANO YARUMAL-48,7929,Arauca,Llanos Orientales,6.980204,-71.077704,1332016.307078,1264383.202599,462.0,140.8176,27.495912,212.0,100.0,7928.999999999999,2416.7592,108.19718829847425,33.39235299010106,2009.0,453881.73392535374,0
CYAR0049,CANO YARUMAL-49,7940,Arauca,Llanos Orientales,6.976587,-71.083958,1331326.934239,1263978.260389,460.0,140.208,27.49896,181.0,82.77777777777779,7940.0,2420.112,90.9888242994751,26.234266967592863,2009.0,453098.6783313859,0
CYAR0005,CANO YARUMAL-5,8000,Arauca,Llanos Orientales,6.979725,-71.064536,1333473.774979,1264339.423832,457.0,139.2936,27.503532,183.0,83.88888888888889,8000.0,2438.4,92.17547982974064,26.52228831600256,2009.0,455240.58592245786,0
CYAR0050,CANO YARUMAL-50,0,Arauca,Llanos Orientales,6.978884,-71.072908,1332547.976645,1264240.366775,461.0,140.5128,27.497436,176.0,80.0,7908.0,2410.3584,88.17072482578268,25.171895111441803,2009.0,454335.5715987626,0
CYAR0051,CANO YARUMAL-51,0,Arauca,Llanos Orientales,6.981741,-71.058882,1334097.993449,1264566.723852,,144.0,27.48,176.0,80.0,8000.999999999999,2438.7048,88.28784933076375,24.934485441109455,2009.0,455903.55997619894,0
CYAR0052,CANO YARUMAL-52,7948,Arauca,Llanos Orientales,6.980701,-71.07175,1332674.838855,1264442.446075,461.0,140.5128,27.497436,180.0,82.22222222222223,7948.0,2422.5504,90.4433458622333,25.983323138388904,2009.0,454521.6263375123,0
CYAR0054,CANO YARUMAL-54,8060,Arauca,Llanos Orientales,6.977207,-71.08164,1331582.958525,1264048.451152,461.0,140.5128,27.497436,180.0,82.22222222222223,8060.0,2456.688,90.58427429371359,25.679629767277564,2009.0,453363.0899841961,0
CYAR0055,CANO YARUMAL-55,8100,Arauca,Llanos Orientales,6.980593,-71.073315,1332501.710182,1264429.335433,460.0,140.208,27.49896,190.0,87.77777777777779,8100.0,2468.88,96.19008709500666,27.822788914409234,2009.0,454354.2370416386,0
CYAR0056,CANO YARUMAL-56,8098,Arauca,Llanos Orientales,6.979191,-71.076058,1332199.267768,1264272.195631,458.0,139.5984,27.502008,176.0,80.0,8035.0,2449.068,88.33062056177957,24.837453497322066,2009.0,454017.4069281817,0
CYAR0057,CANO YARUMAL-57,8141,Arauca,Llanos Orientales,6.980457,-71.057723,1334227.121482,1264425.331248,461.0,140.5128,27.497436,173.0,78.33333333333334,8141.0,2481.3768,86.79711180037825,23.8978924121392,2009.0,455978.84332639497,0
CYAR0058,CANO YARUMAL-58,8214,Arauca,Llanos Orientales,6.981687,-71.058999,1334085.07464,1264560.594166,461.0,140.5128,27.497436,174.0,78.88888888888889,8006.000000000001,2440.2288000000003,87.1830298209149,24.45901540909397,2009.0,455889.40195840865,0
